City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,anadyr,64.75,177.4833,3.2800000000000296,87,0,2.0,RU,1724774473
290,hadithah,34.1397,42.3781,38.44,19,0,4.15,IQ,1724774722
291,chaman,30.9236,66.4512,32.379999999999995,8,0,1.58,PK,1724774723
292,imperatriz,-5.5264,-47.4917,35.03000000000003,49,40,6.17,BR,1724774724
293,viveiro,43.6623,-7.5934,21.80000000000001,70,26,5.1,ES,1724774726
294,takaungu,-3.6837,39.8566,24.910000000000025,82,31,4.08,KE,1724774728
295,pimentel,-6.8367,-79.9342,19.160000000000025,77,100,2.57,PE,1724774608
296,kone,-21.0595,164.8658,17.890000000000043,85,30,2.4,NC,1724774730
297,kapa'a,22.0752,-159.319,25.180000000000007,79,40,6.17,US,1724774732
298,sambava,-14.2667,50.1667,21.350000000000023,74,44,2.79,MG,1724774733
299,prince rupert,54.3161,-130.3201,10.830000000000041,99,75,2.57,CA,1724774734
300,soio,-6.1349,12.3689,22.450000000000045,88,53,5.38,AO,1724774735
301,mirnyy,62.5353,113.9611,8.610000000000014,95,100,3.81,RU,1724774736
302,nookat,40.2671,72.6207,21.0,25,2,2.38,KG,1724774737
303,tanjung pandan,-2.75,107.65,25.600000000000023,86,21,2.17,ID,1724774739
304,aral,40.5156,81.2636,27.110000000000014,39,70,1.73,CN,1724774740
305,egilsstadir,65.2653,-14.3948,9.950000000000045,87,75,5.66,IS,1724774536
306,ataq,14.5377,46.8319,28.910000000000025,40,67,3.24,YE,1724774742
307,rabigh,22.7986,39.0349,33.29000000000002,53,4,3.36,SA,1724774743
308,kimberley,-28.7323,24.7623,25.83000000000004,10,0,8.75,ZA,1724774744
309,kaa-khem,51.6833,94.7333,18.230000000000018,36,100,2.37,RU,1724774745
310,lompoc,34.6391,-120.4579,13.230000000000018,100,100,1.54,US,1724774746
311,puerto baquerizo moreno,-0.9,-89.6,21.55000000000001,73,75,6.69,EC,1724774747
312,sungai raya,0.7,108.9,25.74000000000001,91,96,3.57,ID,1724774749
313,pandan,14.0453,124.1694,26.590000000000032,83,97,3.79,PH,1724774750
314,raduzhny,62.0961,77.475,17.340000000000032,64,78,2.87,RU,1724774751
315,nikolayevsk-on-amure,53.1406,140.73,12.560000000000002,90,2,0.33,RU,1724774753
316,zheshart,62.0731,49.5733,17.350000000000023,61,42,1.85,RU,1724774754
317,mo i rana,66.3128,14.1428,11.850000000000023,89,75,3.13,NO,1724774755
318,hamilton,39.1834,-84.5333,33.76000000000005,48,0,2.57,US,1724774756
319,dedougou,12.4667,-3.4667,27.04000000000002,80,98,4.85,BF,1724774531
320,puerto madero,14.7208,-92.4215,30.110000000000014,74,75,2.57,MX,1724774758
321,la ronge,55.1001,-105.2842,15.140000000000043,63,40,7.72,CA,1724774759
322,guerrero negro,27.9769,-114.0611,23.390000000000043,67,5,4.85,MX,1724774760
323,itoman,26.1247,127.6694,30.220000000000027,86,75,7.72,JP,1724774761
324,la'ie,21.6477,-157.9253,24.5,83,78,1.79,US,1724774762
325,mahebourg,-20.4081,57.7,21.160000000000025,73,40,8.23,MU,1724774763
326,ineu,46.4333,21.85,22.879999999999995,65,97,6.58,RO,1724774764
327,coquimbo,-29.9533,-71.3436,12.770000000000039,79,100,3.6,CL,1724774474
328,brigantine,39.4101,-74.3646,28.970000000000027,73,20,3.13,US,1724774766
329,ilam,26.9167,87.9167,22.82000000000005,92,73,0.78,NP,1724774703
330,paraiso,9.8383,-83.8656,23.930000000000007,75,95,1.39,CR,1724774769
331,miles city,46.4083,-105.8406,17.54000000000002,82,40,4.12,US,1724774770
332,kapuskasing,49.4169,-82.4331,16.05000000000001,77,100,3.6,CA,1724774771
333,tyukalinsk,55.8732,72.1967,12.920000000000016,80,35,3.09,RU,1724774772
334,ciudad tula,23.0,-99.7167,24.850000000000023,57,16,1.34,MX,1724774773
335,ma'rib,15.4591,45.3253,30.28000000000003,32,48,6.11,YE,1724774774
336,hamakita,34.8,137.7833,23.960000000000036,95,100,2.41,JP,1724774775
337,fort st. john,56.2499,-120.8529,9.939999999999998,93,75,3.6,CA,1724774776
338,gaspe,48.8334,-64.4819,26.120000000000005,57,20,1.54,CA,1724774702
339,aleksandrovskoye,44.7142,43.0008,27.439999999999998,31,0,6.44,RU,1724774779
340,hanceville,34.0607,-86.7675,33.420000000000016,29,9,0.95,US,1724774780
341,zaranj,30.9667,61.8833,37.49000000000001,7,0,5.2,AF,1724774781
342,the pas,53.8251,-101.2541,18.010000000000048,59,0,7.2,CA,1724774782
343,mehran,33.1222,46.1646,40.80000000000001,10,0,9.74,IR,1724774783
344,barakani,-12.1356,44.4317,25.140000000000043,79,46,3.36,KM,1724774784
345,shakawe,-18.3667,21.85,29.170000000000016,11,4,0.51,BW,1724774785
346,khandyga,62.6667,135.6,6.07000000000005,81,86,1.91,RU,1724774787
347,chifeng,42.2683,118.9636,17.74000000000001,63,0,1.87,CN,1724774788
348,sabang,5.8933,95.3214,28.420000000000016,69,100,9.54,ID,1724774789
349,yermentau,51.6214,73.1069,14.100000000000023,67,66,2.46,KZ,1724774792
350,turan,16.0678,108.2208,26.99000000000001,78,40,1.54,VN,1724774793
351,vila franca do campo,37.7167,-25.4333,26.230000000000018,61,1,5.41,PT,1724774794
352,ad dindar,13.2,34.1667,25.0,80,99,2.87,SD,1724774795
353,douz,33.4663,9.0203,36.110000000000014,19,0,6.78,TN,1724774796
354,amga,60.8953,131.9608,6.760000000000048,74,88,0.24,RU,1724774797
355,krasnopavlivka,49.1372,36.3272,28.760000000000048,28,95,3.24,UA,1724774798
356,las lomitas,-24.7096,-60.593,25.29000000000002,19,72,2.08,AR,1724774799
357,yuzhno-kurilsk,44.0306,145.8556,19.74000000000001,99,100,2.93,RU,1724774800
358,baihe,22.15,107.2333,27.32000000000005,78,5,1.16,CN,1724774801
359,usinsk,65.9939,57.5281,18.220000000000027,56,52,4.42,RU,1724774802
360,ceeldheer,3.8488,47.1806,26.379999999999995,80,16,7.95,SO,1724774803
361,afaahiti,-17.75,-149.2833,21.620000000000005,75,98,7.63,PF,1724774804
362,key west,24.5557,-81.7826,32.22000000000003,70,68,4.02,US,1724774594
363,bakchar,57.0186,82.0711,11.930000000000007,98,98,2.06,RU,1724774806
364,papao,-17.75,-149.55,20.82000000000005,73,100,8.02,PF,1724774808
365,susuman,62.7833,148.1667,7.210000000000036,88,100,2.58,RU,1724774809
366,urzhar,47.093,81.6294,19.090000000000032,28,0,4.26,KZ,1724774810
367,lorengau,-2.0226,147.2712,27.29000000000002,80,59,3.75,PG,1724774811
368,esquel,-42.9,-71.3167,4.660000000000025,60,48,0.74,AR,1724774744
369,medvezh'yegorsk,62.9167,34.4667,17.890000000000043,68,97,4.41,RU,1724774814
370,diplo,24.4667,69.584,27.370000000000005,86,98,7.94,PK,1724774815
371,rudbar,30.15,62.6,36.14000000000004,9,0,2.51,AF,1724774816
372,rabo de peixe,37.8,-25.5833,25.730000000000018,53,20,6.69,PT,1724774760
373,omagari,39.45,140.4833,22.99000000000001,99,100,0.63,JP,1724774818
374,yung shue wan,22.2333,114.1167,30.680000000000007,80,96,0.45,HK,1724774819
375,elblag,54.1522,19.4088,21.49000000000001,47,2,3.31,PL,1724774820
376,polyarnyy,69.1989,33.4478,14.379999999999995,58,83,11.35,RU,1724774822
377,itaituba,-4.2761,-55.9836,34.09000000000003,49,90,3.09,BR,1724774525
378,kavaratti,10.5669,72.642,27.49000000000001,85,92,4.78,IN,1724774824
379,bokovskaya,49.229,41.8306,27.79000000000002,30,0,5.23,RU,1724774825
380,anloga,5.7947,0.8973,25.110000000000014,86,80,7.66,GH,1724774826
381,rock springs,41.5875,-109.2029,16.80000000000001,47,0,1.54,US,1724774794
382,remire-montjoly,4.9167,-52.2667,33.02000000000004,62,20,3.09,GF,1724774828
383,kokuy,52.2037,117.5529,15.330000000000041,96,44,2.4,RU,1724774829
384,bubaque,11.2833,-15.8333,27.400000000000034,82,72,6.85,GW,1724774830
385,ballina,-28.8667,153.5667,19.07000000000005,87,0,2.64,AU,1724774831
386,barreirinhas,-2.7469,-42.8264,33.22000000000003,47,34,5.78,BR,1724774832
387,daru,-9.0763,143.2092,25.010000000000048,79,43,6.62,PG,1724774833
388,bereznik,62.8551,42.7072,16.99000000000001,56,100,2.15,RU,1724774834
389,izhmorskiy,56.194,86.6414,11.340000000000032,97,97,2.47,RU,1724774836
390,shimoda,34.6667,138.95,25.650000000000034,88,89,2.03,JP,1724774837
391,pljevlja,43.3333,19.3333,21.57000000000005,67,93,1.46,ME,1724774838
392,katsuren-haebaru,26.3369,127.8719,30.220000000000027,83,40,8.75,JP,1724774840
393,marovoay,-16.1,46.6333,28.850000000000023,32,6,6.17,MG,1724774841
394,delcevo,41.9672,22.7694,29.400000000000034,22,62,4.85,MK,1724774842
395,villa gesell,-37.2639,-56.973,13.260000000000048,60,32,4.59,AR,1724774694
396,santoshpur,22.5253,88.265,27.99000000000001,84,91,3.32,IN,1724774845
397,barah,13.7,30.3667,25.100000000000023,79,100,5.72,SD,1724774846
398,bandar-e anzali,37.4727,49.4622,28.060000000000002,55,0,1.02,IR,1724774847
399,raja,8.4596,25.678,25.390000000000043,80,76,1.6,SS,1724774848
400,pangody,65.85,74.4859,15.170000000000016,74,100,3.19,RU,1724774849
401,suicheng,33.8963,117.9331,23.110000000000014,98,84,2.99,CN,1724774851
402,bikenibeu village,1.3673,173.1241,27.980000000000018,83,40,3.09,KI,1724774852
403,ohafia-ifigh,5.6146,7.8119,27.439999999999998,79,80,2.43,NG,1724774853
404,bathsheba,13.2167,-59.5167,32.34000000000003,70,20,6.69,BB,1724774854
405,choibalsan,48.0667,114.5,19.02000000000004,86,100,5.0,MN,1724774855
406,chittur,10.7,76.75,24.230000000000018,89,99,3.69,IN,1724774856
407,belaya kholunitsa,58.84,50.8528,20.010000000000048,74,0,2.16,RU,1724774857
408,antsiranana,-12.2787,49.2917,23.110000000000014,75,15,10.4,MG,1724774858
409,akjoujt,19.6969,-14.4164,39.83000000000004,29,100,6.54,MR,1724774859
410,sobinka,55.9855,40.0111,23.680000000000007,61,7,1.63,RU,1724774860
411,tolanaro,-25.0319,46.9987,21.710000000000036,80,0,8.5,MG,1724774861
412,svidnik,49.3082,21.5703,26.700000000000045,52,47,4.37,SK,1724774862
413,dakhla,23.6848,-15.958,21.29000000000002,87,61,6.05,EH,1724774863
414,brokopondo,4.75,-55.1667,29.610000000000014,60,26,2.42,SR,1724774865
415,berriane,32.8265,3.7669,36.44,18,3,4.38,DZ,1724774866
416,oeiras do para,-2.0031,-49.8544,39.450000000000045,29,46,0.78,BR,1724774867
417,grootfontein,-19.5667,18.1167,28.110000000000014,9,0,2.03,NA,1724774612
418,mont-dore,-22.2833,166.5833,17.439999999999998,86,4,2.49,NC,1724774869
419,erenhot,43.6475,111.9767,22.870000000000005,39,99,3.6,CN,1724774870
420,celestun,20.8667,-90.4,31.060000000000002,60,99,1.56,MX,1724774871
421,pangkalanbuun,-2.6833,111.6167,23.230000000000018,98,100,0.69,ID,1724774872
422,ubatuba,-23.4339,-45.0711,15.660000000000025,54,1,2.63,BR,1724774873
423,leava,-14.3,-178.1667,25.370000000000005,81,70,8.66,WF,1724774874
424,lagunas,-5.2269,-75.6753,31.55000000000001,40,21,0.08,PE,1724774875
425,taroa,8.7058,171.2275,28.629999999999995,78,100,6.02,MH,1724774877
426,richards bay,-28.783,32.0377,26.189999999999998,41,0,3.98,ZA,1724774879
427,coyhaique,-45.5752,-72.0662,4.189999999999998,87,100,2.43,CL,1724774880
428,port moresby,-9.4431,147.1797,24.24000000000001,81,100,4.82,PG,1724774881
429,crucecita,-28.95,-58.9833,19.480000000000018,38,0,3.09,AR,1724774882
430,kidal,18.4411,1.4078,39.39000000000004,26,100,6.35,ML,1724774883
431,island harbour,50.724,-1.2758,23.350000000000023,58,73,2.68,GB,1724774884
432,gwoza,11.1036,13.713,26.689999999999998,80,100,2.03,NG,1724774885
433,nishinoomote,30.7333,131.0,27.900000000000034,86,100,16.78,JP,1724774886
434,carbonear,47.7332,-53.2148,20.129999999999995,76,91,1.43,CA,1724774887
435,craig,40.5153,-107.5464,16.79000000000002,25,0,2.17,US,1724774745
436,sonoita,31.85,-112.8333,32.83000000000004,22,93,0.95,MX,1724774889
437,cill airne,52.05,-9.5167,18.03000000000003,82,75,6.17,IE,1724774890
438,nadi,-17.8,177.4167,19.0,82,20,3.09,FJ,1724774774
439,taunggyi,20.7833,97.0333,18.54000000000002,98,100,1.56,MM,1724774892
440,auki,-8.7676,160.7034,24.200000000000045,92,100,1.42,SB,1724774893
441,gutao,37.2025,112.1781,17.0,72,9,1.87,CN,1724774894
442,san patricio,28.017,-97.5169,32.97000000000003,53,64,1.2,US,1724774895
443,marks,51.7111,46.7486,24.120000000000005,42,0,4.05,RU,1724774896
444,quang ngai,15.1167,108.8,24.03000000000003,93,88,2.68,VN,1724774897
445,nar'yan-mar,67.6713,53.087,15.129999999999995,68,75,3.36,RU,1724774898
446,vikhorevka,56.1201,101.1636,10.82000000000005,91,46,1.59,RU,1724774899
447,dinghaicun,26.2847,119.7936,28.180000000000007,87,77,1.67,CN,1724774900
448,caleta de carquin,-11.0925,-77.6267,18.24000000000001,79,79,3.84,PE,1724774901
449,abepura,-2.6333,140.5833,24.450000000000045,94,20,0.51,ID,1724774903
450,asyut,27.181,31.1837,39.25,18,78,5.91,EG,1724774904
451,yerofey pavlovich,53.9667,121.9667,12.830000000000041,89,67,0.92,RU,1724774905
452,boa vista,2.8197,-60.6733,22.99000000000001,94,75,2.06,BR,1724774827
453,saint croix,17.7397,-64.7388,31.090000000000032,75,100,2.57,VI,1724774907
454,berezovo,63.9381,65.0419,15.740000000000009,68,33,2.24,RU,1724774908
455,kargasok,59.0556,80.8572,14.189999999999998,91,64,2.72,RU,1724774909
456,yeppoon,-23.1333,150.7333,19.620000000000005,86,42,2.0,AU,1724774910
457,bonthe,7.5264,-12.505,26.74000000000001,82,99,5.39,SL,1724774911
458,ratnagiri,16.9833,73.3,26.400000000000034,86,100,8.06,IN,1724774912
459,sitangkai,4.6628,119.3928,28.189999999999998,74,82,1.95,PH,1724774913
460,ust'-ordynskiy,52.805,104.7508,13.03000000000003,67,38,1.21,RU,1724774914
461,sur,22.5667,59.5289,32.27000000000004,53,89,2.49,OM,1724774915
462,san antonio la paz,14.7497,-90.2867,23.49000000000001,74,99,1.38,GT,1724774916
463,barth,54.3635,12.7249,22.439999999999998,53,59,3.66,DE,1724774917
464,bhadra,29.1167,75.1667,29.78000000000003,68,100,4.57,IN,1724774918
465,quimili,-27.6333,-62.4167,20.210000000000036,28,49,4.74,AR,1724774919
466,sultanah,24.4926,39.5857,35.25,28,75,8.23,SA,1724774920
467,ungsang-nodongjagu,42.3578,130.4622,16.79000000000002,79,0,1.59,KP,1724774921
468,hami,42.8,93.45,32.120000000000005,18,10,3.09,CN,1724774922
469,mazagao,-0.115,-51.2894,35.89000000000004,39,17,2.41,BR,1724774675
470,uturoa,-16.7333,-151.4333,24.24000000000001,72,100,8.42,PF,1724774924
471,tarakan,3.3,117.6333,26.260000000000048,81,81,2.76,ID,1724774925
472,keflavik,64.0049,-22.5624,11.240000000000009,76,100,3.09,IS,1724774926
473,sinabang,2.4803,96.3801,23.99000000000001,89,100,3.76,ID,1724774927
474,selkirk,50.1436,-96.8845,15.100000000000023,82,99,0.45,CA,1724774928
475,quartu sant'elena,39.2419,9.1839,28.950000000000045,54,0,3.09,IT,1724774694
476,tindouf,27.6711,-8.1474,42.670000000000016,8,6,9.86,DZ,1724774931
477,mindelo,16.8901,-24.9804,28.75,65,40,4.12,CV,1724774932
478,lakota,5.8528,-5.6883,23.79000000000002,90,100,2.91,CI,1724774933
479,vershino-darasunskiy,52.35,115.5167,11.240000000000009,92,10,2.18,RU,1724774934
480,escanaba,45.7453,-87.0646,25.980000000000018,83,40,5.14,US,1724774936
481,torghay,49.6339,63.4981,20.260000000000048,37,15,5.28,KZ,1724774937
482,howard springs,-12.497,131.047,24.950000000000045,85,59,2.3,AU,1724774938
483,santa marta de ortigueira,43.6833,-7.85,21.810000000000002,3,43,2.24,ES,1724774939
484,al jawf,29.5,38.75,35.650000000000034,18,1,5.3,SA,1724774940
485,colonia del sacramento,-34.4667,-57.85,15.07000000000005,55,0,3.6,UY,1724774941
486,nouadhibou,20.931,-17.0347,23.310000000000002,91,58,6.51,MR,1724774942
487,akureyri,65.6835,-18.0878,13.490000000000009,53,66,1.93,IS,1724774943
488,ibiapina,-3.9233,-40.8894,32.23000000000002,27,15,3.6,BR,1724774944
489,kedainiai,55.2883,23.9747,20.100000000000023,58,4,2.96,LT,1724774945
490,callao,-12.0667,-77.15,16.160000000000025,82,100,2.57,PE,1724774946
491,eagleton village,35.7951,-83.9318,31.980000000000018,52,20,2.06,US,1724774947
492,mollendo,-17.0231,-72.0147,16.07000000000005,74,74,3.95,PE,1724774948
493,pingzhuang,42.0372,119.2889,17.79000000000002,68,0,1.24,CN,1724774949
494,shar'ya,58.3686,45.5144,21.99000000000001,76,14,2.03,RU,1724774950
495,mao,39.8885,4.2658,28.310000000000002,47,0,2.57,ES,1724774951
496,quatre cocos,-20.2078,57.7625,21.720000000000027,66,51,9.36,MU,1724774952
497,tecuala,22.3986,-105.4569,30.220000000000027,70,27,0.66,MX,1724774953
498,tommot,58.9564,126.2925,11.129999999999995,97,99,0.77,RU,1724774954
499,cannonvale,-20.2833,148.7,21.660000000000025,84,26,4.17,AU,1724774955
500,tirschenreuth,49.8825,12.3331,25.850000000000023,49,0,2.24,DE,1724774956
501,colonia,50.9333,6.95,27.760000000000048,33,0,2.57,DE,1724774837
502,saint-philippe,-21.3585,55.7679,20.210000000000036,83,28,7.15,RE,1724774959
503,macheng,31.1783,115.0319,23.370000000000005,90,100,2.69,CN,1724774960
504,saucillo,28.0167,-105.2833,26.810000000000002,42,62,1.81,MX,1724774961
505,andratx,39.5755,2.4202,30.80000000000001,52,2,3.2,ES,1724774962
506,jiayuguan,39.8167,98.3,23.900000000000034,43,15,1.48,CN,1724774963
507,turbat,26.0023,63.044,32.27000000000004,53,100,8.12,PK,1724774964
508,codajas,-3.8367,-62.0569,37.07000000000005,27,6,1.94,BR,1724774965
509,gamawa,12.1343,10.5396,29.710000000000036,64,97,2.04,NG,1724774966
510,kihancha,-1.1838,34.6262,20.79000000000002,69,83,0.81,KE,1724774967
511,san-pedro,4.7485,-6.6363,22.79000000000002,94,100,4.43,CI,1724774968
512,retreat,38.8245,-85.8533,34.879999999999995,30,0,3.1,US,1724774969
513,tarauaca,-8.1614,-70.7656,33.660000000000025,24,29,0.78,BR,1724774833
514,esuk oron,4.8029,8.2534,28.010000000000048,70,48,3.73,NG,1724774972
515,kudahuvadhoo,2.6708,72.8944,28.700000000000045,72,38,2.41,MV,1724774973
516,banda aceh,5.5577,95.3222,26.660000000000025,72,100,6.2,ID,1724774974
517,el granada,37.5027,-122.4694,21.350000000000023,81,0,1.34,US,1724774975
518,arroyo,41.6096,-4.7969,34.52000000000004,18,0,1.03,ES,1724774976
519,pingliang,35.5392,106.6861,20.400000000000034,75,100,2.97,CN,1724774977
520,mana,5.6592,-53.7767,31.210000000000036,61,24,4.22,GF,1724774978
521,saint-joseph,-21.3667,55.6167,20.210000000000036,77,38,6.39,RE,1724774979
522,khargone,21.8167,75.6,25.08000000000004,82,99,4.26,IN,1724774980
523,saint-francois,46.4154,3.9054,25.920000000000016,51,0,3.09,FR,1724774981
524,borogontsy,62.6683,131.1683,6.28000000000003,93,83,0.78,RU,1724774982
525,korla,41.7597,86.1469,31.04000000000002,23,57,1.69,CN,1724774983
526,madaripur,23.1753,90.2072,25.840000000000032,91,100,2.75,BD,1724774984
527,dalandzadgad,43.5708,104.425,25.379999999999995,28,99,3.07,MN,1724774985
528,sterling,39.0062,-77.4286,32.47000000000003,50,20,2.06,US,1724774857
529,kharkhorin,47.1975,102.8238,16.260000000000048,68,3,0.67,MN,1724774987
530,barra dos coqueiros,-10.9089,-37.0386,28.010000000000048,61,40,6.69,BR,1724774988
531,turpan,42.9333,89.1667,35.89000000000004,20,13,2.38,CN,1724774989
532,guatrache,-37.6678,-63.5302,16.140000000000043,34,17,2.56,AR,1724774990
533,goiana,-7.5606,-35.0025,29.010000000000048,54,76,5.65,BR,1724774838
534,tsiombe,-25.3,45.4833,21.360000000000014,76,0,2.54,MG,1724774993
535,brisas de zicatela,15.8369,-97.0419,31.29000000000002,94,20,1.54,MX,1724774994
536,as sulayyil,20.4607,45.5779,39.56,10,91,4.77,SA,1724774995
537,kamennogorsk,60.9545,29.1339,18.29000000000002,64,55,4.42,RU,1724774996
538,tura,25.5198,90.2201,24.0,95,39,1.62,IN,1724774997
539,al mijlad,11.0333,27.7333,27.74000000000001,70,99,4.97,SD,1724774998
540,baley,51.6,116.6333,13.04000000000002,96,12,1.59,RU,1724774999
541,malaga,36.7202,-4.4203,31.100000000000023,65,0,4.12,ES,1724774935
542,bima,-8.4667,118.7167,22.57000000000005,97,100,2.08,ID,1724775001
543,gao,16.6362,1.637,37.23000000000002,34,63,7.8,ML,1724775002
544,dudinka,69.4058,86.1778,13.860000000000014,95,97,1.36,RU,1724775003
545,baharly,38.4362,57.4316,31.32000000000005,25,0,3.6,TM,1724775004
546,tobelo,1.7284,128.0095,26.860000000000014,81,7,1.09,ID,1724775005
547,sao vicente,-23.9631,-46.3919,17.480000000000018,56,2,2.91,BR,1724774881
548,magburaka,8.7167,-11.95,27.08000000000004,90,92,2.39,SL,1724775007
549,kailua-kona,19.6406,-155.9956,23.980000000000018,83,20,2.06,US,1724775008
550,massakory,12.996,15.7293,29.670000000000016,66,100,2.96,TD,1724775009
551,gulf shores,30.246,-87.7008,32.03000000000003,64,20,3.6,US,1724775011
552,rabaul,-4.1967,152.1721,25.810000000000002,82,77,6.06,PG,1724775012
553,gaiman,-43.2897,-65.4929,12.110000000000014,32,0,7.03,AR,1724775013
554,taoudenni,22.6783,-3.9836,46.910000000000025,7,1,7.5,ML,1724775014
555,belyy yar,53.6039,91.3903,12.939999999999998,94,20,1.0,RU,1724775015
556,barcelos,41.5388,-8.6151,23.30000000000001,56,17,4.25,PT,1724774745
557,ghardaia,32.4909,3.6735,36.79000000000002,17,3,5.04,DZ,1724775019
558,chernyshevsk,52.5243,117.0174,14.700000000000045,93,38,3.22,RU,1724775020
559,peniche,39.3558,-9.3811,20.870000000000005,79,3,5.89,PT,1724774816
560,cafayate,-26.073,-65.9761,16.49000000000001,28,0,4.23,AR,1724774819
561,amungan,15.3652,119.9582,26.05000000000001,88,95,3.71,PH,1724775023
562,nuku'alofa,-21.1333,-175.2,16.189999999999998,100,20,0.51,TO,1724775024
563,madan,41.5,24.95,24.650000000000034,29,31,3.74,BG,1724775025
564,eibergen,52.1,6.6486,26.05000000000001,52,98,2.37,NL,1724775026
565,ketchikan,55.3422,-131.6461,12.260000000000048,76,0,0.0,US,1724775027
566,inda silase,14.1031,38.2829,16.129999999999995,97,100,1.74,ET,1724775028
567,banamba,13.55,-7.45,33.400000000000034,57,98,6.71,ML,1724775029
568,sao francisco do sul,-26.2433,-48.6381,19.980000000000018,52,0,2.74,BR,1724775010
569,nguigmi,14.2495,13.1092,30.220000000000027,60,86,5.94,NE,1724775031
570,coracora,-15.0333,-73.7833,18.879999999999995,32,29,4.53,PE,1724775032
571,mount pearl,47.5166,-52.7813,17.75,89,100,4.12,CA,1724774794
572,carnarvon,-24.8667,113.6333,19.52000000000004,69,0,6.73,AU,1724775034
573,urcos,-13.6861,-71.6228,17.680000000000007,41,14,2.9,PE,1724775036
574,la libertad,-2.2333,-80.9,20.810000000000002,83,100,4.12,EC,1724775037
575,puerto maldonado,-12.6,-69.1833,26.220000000000027,47,0,1.03,PE,1724775038
576,balqash,46.8481,74.995,21.160000000000025,39,5,1.58,KZ,1724775039
577,areia branca,-4.9561,-37.1369,31.57000000000005,46,52,7.26,BR,1724774967
578,arzgir,45.3728,44.2206,29.230000000000018,26,3,6.55,RU,1724775041
579,kruisfontein,-34.0033,24.7314,14.260000000000048,68,75,12.31,ZA,1724775042
580,buka,40.8108,69.1986,23.189999999999998,18,27,3.4,UZ,1724775043
